model,sensitive_attr,cv_index,outcome,accuracy,0.precision,0.recall,0.f1-score,1.precision,1.recall,1.f1-score,macro avg.precision,macro avg.recall,macro avg.f1-score,weighted avg.precision,weighted avg.recall,weighted avg.f1-score
dtree_untuned,race,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
svc,race,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
logistic,race,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
dtree,race,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
adaboost,race,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
dtree_untuned,race,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
svc,race,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
logistic,race,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
dtree,race,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
adaboost,race,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
dtree_untuned,race,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
svc,race,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
logistic,race,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
dtree,race,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
adaboost,race,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
dtree_untuned,race,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
svc,race,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
logistic,race,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
dtree,race,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
adaboost,race,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
dtree_untuned,race,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
svc,race,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
logistic,sex,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
dtree,sex,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
adaboost,sex,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
dtree_untuned,sex,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
svc,sex,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
logistic,sex,0,seasonal_vaccine,0.5295769374766005,0.5295769374766005,1.0,0.692448904662832,0.0,0.0,0.0,0.26478846873830025,0.5,0.346224452331416,0.2804517327070952,0.5295769374766005,0.36670497029036914
dtree,sex,0,seasonal_vaccine,0.5295769374766005,0.5295769374766005,1.0,0.692448904662832,0.0,0.0,0.0,0.26478846873830025,0.5,0.346224452331416,0.2804517327070952,0.5295769374766005,0.36670497029036914
adaboost,sex,0,seasonal_vaccine,0.5295769374766005,0.5295769374766005,1.0,0.692448904662832,0.0,0.0,0.0,0.26478846873830025,0.5,0.346224452331416,0.2804517327070952,0.5295769374766005,0.36670497029036914
dtree_untuned,sex,0,seasonal_vaccine,0.5295769374766005,0.5295769374766005,1.0,0.692448904662832,0.0,0.0,0.0,0.26478846873830025,0.5,0.346224452331416,0.2804517327070952,0.5295769374766005,0.36670497029036914
svc,sex,0,seasonal_vaccine,0.5295769374766005,0.5295769374766005,1.0,0.692448904662832,0.0,0.0,0.0,0.26478846873830025,0.5,0.346224452331416,0.2804517327070952,0.5295769374766005,0.36670497029036914
logistic,sex,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
dtree,sex,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
adaboost,sex,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
dtree_untuned,sex,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
svc,sex,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
logistic,sex,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
dtree,sex,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
adaboost,sex,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
dtree_untuned,sex,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
svc,sex,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
logistic,sex,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
dtree,sex,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
adaboost,sex,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
dtree_untuned,sex,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
svc,sex,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
logistic,sex,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
dtree,sex,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
adaboost,sex,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
dtree_untuned,sex,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
svc,sex,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
logistic,sex,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
dtree,sex,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
adaboost,sex,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
dtree_untuned,sex,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
svc,sex,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
logistic,sex,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
dtree,sex,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
adaboost,sex,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
dtree_untuned,sex,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
svc,sex,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
logistic,sex,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
dtree,sex,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
adaboost,sex,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
dtree_untuned,sex,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
svc,sex,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
logistic,sex,4,seasonal_vaccine,0.526867627785059,0.5773755656108597,0.44475426978041127,0.502461114392597,0.4912168636218461,0.622168284789644,0.5489916116366234,0.5342962146163529,0.5334612772850277,0.5257263630146102,0.5374983307640442,0.526867627785059,0.5239970419693117
dtree,sex,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
adaboost,sex,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
dtree_untuned,sex,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
svc,sex,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
